source_system,order_number,line_number,store_id,sku,quantity,unit_price,gross_amount,vat_amount,net_amount,country,currency_code,category,order_local_ts,order_utc_ts
OMS,ORD500315,2,1002,SKU00128,3,240.91,722.73,36.14,686.59,UAE,AED,Accessories,2025-08-07 21:06:34+0400,2025-08-07 17:06:34+0000
OMS,ORD500316,1,1005,SKU00019,2,320.51,641.02,96.15,544.87,KSA,SAR,HomeAppliance,2025-09-19 22:04:14+0300,2025-09-19 19:04:14+0000
OMS,ORD500316,2,1005,SKU00171,3,48.1,144.3,21.64,122.66,KSA,SAR,Fashion,2025-09-19 22:04:14+0300,2025-09-19 19:04:14+0000
OMS,ORD500316,3,1005,SKU00111,3,51.48,154.44,23.17,131.27,KSA,SAR,Fashion,2025-09-19 22:04:14+0300,2025-09-19 19:04:14+0000
OMS,ORD500317,1,1007,SKU00018,3,79.89,239.67,0.0,239.67,KSA,SAR,Fashion,2025-08-24 02:35:27+0300,2025-08-23 23:35:27+0000
OMS,ORD500317,2,1007,SKU00180,3,215.58,646.74,97.01,549.73,KSA,SAR,HomeAppliance,2025-08-24 02:35:27+0300,2025-08-23 23:35:27+0000
OMS,ORD500318,1,1003,SKU00033,2,531.96,1063.92,159.59,904.33,KSA,SAR,Electronics,2025-08-28 00:53:56+0300,2025-08-27 21:53:56+0000
OMS,ORD500318,2,1003,SKU00060,1,756.38,756.38,113.46,642.92,KSA,SAR,Accessories,2025-08-28 00:53:56+0300,2025-08-27 21:53:56+0000
OMS,ORD500319,1,1000,SKU00005,3,335.61,1006.83,50.34,956.49,UAE,AED,Electronics,2025-10-04 22:49:52+0400,2025-10-04 18:49:52+0000
OMS,ORD500320,1,1002,SKU00046,3,635.28,1905.84,0.0,1905.84,UAE,AED,Electronics,2025-09-17 03:05:51+0400,2025-09-16 23:05:51+0000
OMS,ORD500320,2,1002,SKU00020,2,835.07,1670.14,83.51,1586.63,UAE,AED,Accessories,2025-09-17 03:05:51+0400,2025-09-16 23:05:51+0000
OMS,ORD500320,3,1002,SKU00168,1,663.83,663.83,33.19,630.64,UAE,AED,Accessories,2025-09-17 03:05:51+0400,2025-09-16 23:05:51+0000
OMS,ORD500321,1,1006,SKU00156,1,27.04,27.04,0.0,27.04,UAE,AED,Fashion,2025-08-21 19:12:28+0400,2025-08-21 15:12:28+0000
OMS,ORD500322,1,1007,SKU00172,2,905.76,1811.52,271.73,1539.79,KSA,SAR,Electronics,2025-09-22 08:30:22+0300,2025-09-22 05:30:22+0000
OMS,ORD500322,2,1007,SKU00115,1,49.09,49.09,7.36,41.73,KSA,SAR,Fashion,2025-09-22 08:30:22+0300,2025-09-22 05:30:22+0000
OMS,ORD500322,3,1007,SKU00142,1,259.58,259.58,38.94,220.64,KSA,SAR,Electronics,2025-09-22 08:30:22+0300,2025-09-22 05:30:22+0000
OMS,ORD500323,1,1005,SKU00191,3,798.1,2394.3,359.15,2035.15,KSA,SAR,HomeAppliance,2025-08-13 20:18:32+0300,2025-08-13 17:18:32+0000
OMS,ORD500323,2,1005,SKU00165,2,62.24,124.48,18.67,105.81,KSA,SAR,Fashion,2025-08-13 20:18:32+0300,2025-08-13 17:18:32+0000
OMS,ORD500324,1,1005,SKU00169,2,600.36,1200.72,0.0,1200.72,KSA,SAR,Electronics,2025-10-10 05:32:01+0300,2025-10-10 02:32:01+0000
OMS,ORD500325,1,1006,SKU00153,2,568.48,1136.96,56.85,1080.11,UAE,AED,Accessories,2025-10-30 19:54:22+0400,2025-10-30 15:54:22+0000
OMS,ORD500325,2,1006,SKU00149,3,85.86,257.58,12.88,244.7,UAE,AED,Accessories,2025-10-30 19:54:22+0400,2025-10-30 15:54:22+0000
OMS,ORD500325,3,1006,SKU00015,3,433.28,1299.84,64.99,1234.85,UAE,AED,Accessories,2025-10-30 19:54:22+0400,2025-10-30 15:54:22+0000
OMS,ORD500326,1,1001,SKU00109,2,223.2,446.4,22.32,424.08,UAE,AED,Fashion,2025-10-25 16:06:05+0400,2025-10-25 12:06:05+0000
OMS,ORD500327,1,1003,SKU00196,2,167.46,334.92,50.24,284.68,KSA,SAR,HomeAppliance,2025-09-25 10:37:36+0300,2025-09-25 07:37:36+0000
OMS,ORD500328,1,1007,SKU00160,3,408.37,1225.11,183.77,1041.34,KSA,SAR,Electronics,2025-09-25 22:40:13+0300,2025-09-25 19:40:13+0000
OMS,ORD500329,1,1002,SKU00112,2,520.23,1040.46,52.02,988.44,UAE,AED,Fashion,2025-09-15 21:24:11+0400,2025-09-15 17:24:11+0000
OMS,ORD500329,2,1002,SKU00109,1,226.27,226.27,11.31,214.96,UAE,AED,Fashion,2025-09-15 21:24:11+0400,2025-09-15 17:24:11+0000
OMS,ORD500329,3,1002,SKU00051,1,260.98,260.98,0.0,260.98,UAE,AED,Accessories,2025-09-15 21:24:11+0400,2025-09-15 17:24:11+0000
OMS,ORD500330,1,1004,SKU00022,3,84.03,252.09,37.81,214.28,KSA,SAR,Electronics,2025-08-24 14:13:28+0300,2025-08-24 11:13:28+0000
OMS,ORD500330,2,1004,SKU00185,3,51.26,153.78,23.07,130.71,KSA,SAR,Electronics,2025-08-24 14:13:28+0300,2025-08-24 11:13:28+0000
OMS,ORD500330,3,1004,SKU00044,3,888.32,2664.96,399.74,2265.22,KSA,SAR,HomeAppliance,2025-08-24 14:13:28+0300,2025-08-24 11:13:28+0000
OMS,ORD500331,1,1003,SKU00066,3,689.71,2069.13,310.37,1758.76,KSA,SAR,Accessories,2025-10-16 04:17:44+0300,2025-10-16 01:17:44+0000
OMS,ORD500332,1,1004,SKU00128,2,242.54,485.08,72.76,412.32,KSA,SAR,Accessories,2025-09-15 22:06:24+0300,2025-09-15 19:06:24+0000
OMS,ORD500332,2,1004,SKU00077,3,335.77,1007.31,151.1,856.21,KSA,SAR,Fashion,2025-09-15 22:06:24+0300,2025-09-15 19:06:24+0000
OMS,ORD500333,1,1001,SKU00026,1,769.36,769.36,38.47,730.89,UAE,AED,HomeAppliance,2025-10-18 09:36:15+0400,2025-10-18 05:36:15+0000
OMS,ORD500334,1,1000,SKU00140,2,97.72,195.44,9.77,185.67,UAE,AED,HomeAppliance,2025-09-09 12:31:06+0400,2025-09-09 08:31:06+0000
OMS,ORD500335,1,1001,SKU00065,3,649.22,1947.66,97.38,1850.28,UAE,AED,HomeAppliance,2025-08-19 11:41:14+0400,2025-08-19 07:41:14+0000
OMS,ORD500335,2,1001,SKU00025,3,61.37,184.11,9.21,174.9,UAE,AED,HomeAppliance,2025-08-19 11:41:14+0400,2025-08-19 07:41:14+0000
OMS,ORD500336,1,1003,SKU00016,1,747.51,747.51,112.13,635.38,KSA,SAR,Fashion,2025-08-10 03:47:42+0300,2025-08-10 00:47:42+0000
OMS,ORD500336,2,1003,SKU00193,3,824.36,2473.08,370.96,2102.12,KSA,SAR,Accessories,2025-08-10 03:47:42+0300,2025-08-10 00:47:42+0000
OMS,ORD500337,1,1006,SKU00047,1,234.17,234.17,11.71,222.46,UAE,AED,Fashion,2025-08-10 09:51:54+0400,2025-08-10 05:51:54+0000
OMS,ORD500337,2,1006,SKU00106,3,368.32,1104.96,55.25,1049.71,UAE,AED,Electronics,2025-08-10 09:51:54+0400,2025-08-10 05:51:54+0000
OMS,ORD500338,1,1004,SKU00019,3,265.12,795.36,119.3,676.06,KSA,SAR,HomeAppliance,2025-10-03 23:32:27+0300,2025-10-03 20:32:27+0000
OMS,ORD500339,1,1003,SKU00127,2,697.31,1394.62,209.19,1185.43,KSA,SAR,Electronics,2025-09-11 20:25:19+0300,2025-09-11 17:25:19+0000
OMS,ORD500339,2,1003,SKU00105,3,110.68,332.04,49.81,282.23,KSA,SAR,Electronics,2025-09-11 20:25:19+0300,2025-09-11 17:25:19+0000
OMS,ORD500339,3,1003,SKU00050,3,129.11,387.33,58.1,329.23,KSA,SAR,Electronics,2025-09-11 20:25:19+0300,2025-09-11 17:25:19+0000
OMS,ORD500340,1,1002,SKU00178,1,688.69,688.69,0.0,688.69,UAE,AED,Electronics,2025-09-04 09:34:23+0400,2025-09-04 05:34:23+0000
OMS,ORD500341,1,1005,SKU00031,3,416.33,1248.99,187.35,1061.64,KSA,SAR,Fashion,2025-09-11 03:00:35+0300,2025-09-11 00:00:35+0000
OMS,ORD500341,2,1005,SKU00035,2,673.49,1346.98,202.05,1144.93,KSA,SAR,HomeAppliance,2025-09-11 03:00:35+0300,2025-09-11 00:00:35+0000
OMS,ORD500342,1,1001,SKU00076,1,853.92,853.92,42.7,811.22,UAE,AED,Fashion,2025-09-09 21:56:15+0400,2025-09-09 17:56:15+0000
OMS,ORD500343,1,1007,SKU00032,2,43.61,87.22,13.08,74.14,KSA,SAR,Electronics,2025-09-15 08:14:46+0300,2025-09-15 05:14:46+0000
OMS,ORD500344,1,1003,SKU00124,2,67.27,134.54,20.18,114.36,KSA,SAR,HomeAppliance,2025-10-23 20:53:07+0300,2025-10-23 17:53:07+0000
OMS,ORD500345,1,1004,SKU00092,1,561.44,561.44,84.22,477.22,KSA,SAR,Electronics,2025-10-10 18:52:11+0300,2025-10-10 15:52:11+0000
OMS,ORD500345,2,1004,SKU00175,3,262.59,787.77,118.17,669.6,KSA,SAR,Fashion,2025-10-10 18:52:11+0300,2025-10-10 15:52:11+0000
OMS,ORD500346,1,1002,SKU00013,2,510.64,1021.28,51.06,970.22,UAE,AED,HomeAppliance,2025-08-06 06:13:40+0400,2025-08-06 02:13:40+0000
OMS,ORD500346,2,1002,SKU00015,1,464.12,464.12,23.21,440.91,UAE,AED,Accessories,2025-08-06 06:13:40+0400,2025-08-06 02:13:40+0000
OMS,ORD500346,3,1002,SKU00134,2,233.06,466.12,23.31,442.81,UAE,AED,Fashion,2025-08-06 06:13:40+0400,2025-08-06 02:13:40+0000
OMS,ORD500347,1,1002,SKU00107,3,251.23,753.69,37.68,716.01,UAE,AED,Accessories,2025-10-05 09:03:11+0400,2025-10-05 05:03:11+0000
OMS,ORD500347,2,1002,SKU00191,3,731.71,2195.13,109.76,2085.37,UAE,AED,HomeAppliance,2025-10-05 09:03:11+0400,2025-10-05 05:03:11+0000
OMS,ORD500348,1,1003,SKU00148,2,712.29,1424.58,0.0,1424.58,KSA,SAR,Accessories,2025-10-03 10:39:41+0300,2025-10-03 07:39:41+0000
OMS,ORD500348,2,1003,SKU00042,3,29.22,87.66,13.15,74.51,KSA,SAR,Accessories,2025-10-03 10:39:41+0300,2025-10-03 07:39:41+0000
OMS,ORD500348,3,1003,SKU00031,1,430.04,430.04,64.51,365.53,KSA,SAR,Fashion,2025-10-03 10:39:41+0300,2025-10-03 07:39:41+0000
OMS,ORD500348,4,1003,SKU00084,2,144.24,288.48,43.27,245.21,KSA,SAR,HomeAppliance,2025-10-03 10:39:41+0300,2025-10-03 07:39:41+0000
OMS,ORD500349,1,1003,SKU00199,2,52.31,104.62,15.69,88.93,KSA,SAR,Fashion,2025-10-02 17:42:28+0300,2025-10-02 14:42:28+0000
OMS,ORD500350,1,1002,SKU00072,1,451.13,451.13,22.56,428.57,UAE,AED,Electronics,2025-08-10 13:19:48+0400,2025-08-10 09:19:48+0000
OMS,ORD500351,1,1000,SKU00067,2,576.04,1152.08,57.6,1094.48,UAE,AED,HomeAppliance,2025-08-06 21:14:15+0400,2025-08-06 17:14:15+0000
OMS,ORD500351,2,1000,SKU00065,2,815.08,1630.16,81.51,1548.65,UAE,AED,HomeAppliance,2025-08-06 21:14:15+0400,2025-08-06 17:14:15+0000
OMS,ORD500351,3,1000,SKU00136,2,252.01,504.02,25.2,478.82,UAE,AED,Electronics,2025-08-06 21:14:15+0400,2025-08-06 17:14:15+0000
OMS,ORD500351,4,1000,SKU00117,1,146.82,146.82,7.34,139.48,UAE,AED,Electronics,2025-08-06 21:14:15+0400,2025-08-06 17:14:15+0000
OMS,ORD500352,1,1003,SKU00119,2,504.45,1008.9,0.0,1008.9,KSA,SAR,Accessories,2025-09-09 02:10:32+0300,2025-09-08 23:10:32+0000
OMS,ORD500353,1,1006,SKU00161,3,518.13,1554.39,77.72,1476.67,UAE,AED,Electronics,2025-10-10 16:51:38+0400,2025-10-10 12:51:38+0000
OMS,ORD500354,1,1000,SKU00079,2,172.82,345.64,17.28,328.36,UAE,AED,HomeAppliance,2025-09-02 22:37:56+0400,2025-09-02 18:37:56+0000
OMS,ORD500355,1,1000,SKU00139,2,556.75,1113.5,55.68,1057.82,UAE,AED,Electronics,2025-10-17 17:30:56+0400,2025-10-17 13:30:56+0000
OMS,ORD500355,2,1000,SKU00174,2,899.9,1799.8,89.99,1709.81,UAE,AED,Fashion,2025-10-17 17:30:56+0400,2025-10-17 13:30:56+0000
OMS,ORD500356,1,1000,SKU00003,2,805.37,1610.74,80.54,1530.2,UAE,AED,Accessories,2025-10-23 15:50:33+0400,2025-10-23 11:50:33+0000
OMS,ORD500357,1,1007,SKU00061,1,737.01,737.01,110.55,626.46,KSA,SAR,Fashion,2025-08-11 14:36:55+0300,2025-08-11 11:36:55+0000
OMS,ORD500357,2,1007,SKU00134,2,230.76,461.52,69.23,392.29,KSA,SAR,Fashion,2025-08-11 14:36:55+0300,2025-08-11 11:36:55+0000
OMS,ORD500358,1,1005,SKU00154,1,667.67,667.67,100.15,567.52,KSA,SAR,Electronics,2025-08-25 03:24:40+0300,2025-08-25 00:24:40+0000
OMS,ORD500358,2,1005,SKU00070,3,429.37,1288.11,193.22,1094.89,KSA,SAR,Fashion,2025-08-25 03:24:40+0300,2025-08-25 00:24:40+0000
OMS,ORD500358,3,1005,SKU00076,3,540.99,1622.97,243.45,1379.52,KSA,SAR,Fashion,2025-08-25 03:24:40+0300,2025-08-25 00:24:40+0000
OMS,ORD500358,4,1005,SKU00188,3,324.96,974.88,146.23,828.65,KSA,SAR,Fashion,2025-08-25 03:24:40+0300,2025-08-25 00:24:40+0000
OMS,ORD500359,1,1002,SKU00158,3,68.26,204.78,0.0,204.78,UAE,AED,Fashion,2025-08-19 14:26:14+0400,2025-08-19 10:26:14+0000
OMS,ORD500359,2,1002,SKU00106,3,415.86,1247.58,62.38,1185.2,UAE,AED,Electronics,2025-08-19 14:26:14+0400,2025-08-19 10:26:14+0000
OMS,ORD500360,1,1002,SKU00157,3,834.99,2504.97,125.25,2379.72,UAE,AED,Accessories,2025-08-19 11:13:07+0400,2025-08-19 07:13:07+0000
OMS,ORD500361,1,1005,SKU00094,1,455.42,455.42,68.31,387.11,KSA,SAR,Accessories,2025-09-22 01:38:10+0300,2025-09-21 22:38:10+0000
OMS,ORD500361,2,1005,SKU00143,1,717.19,717.19,107.58,609.61,KSA,SAR,Fashion,2025-09-22 01:38:10+0300,2025-09-21 22:38:10+0000
OMS,ORD500362,1,1005,SKU00068,2,131.82,263.64,39.55,224.09,KSA,SAR,Accessories,2025-09-13 13:20:43+0300,2025-09-13 10:20:43+0000
OMS,ORD500363,1,1006,SKU00137,3,515.06,1545.18,0.0,1545.18,UAE,AED,Fashion,2025-08-14 14:38:54+0400,2025-08-14 10:38:54+0000
OMS,ORD500363,2,1006,SKU00065,1,779.17,779.17,38.96,740.21,UAE,AED,HomeAppliance,2025-08-14 14:38:54+0400,2025-08-14 10:38:54+0000
OMS,ORD500363,3,1006,SKU00120,1,463.33,463.33,23.17,440.16,UAE,AED,Fashion,2025-08-14 14:38:54+0400,2025-08-14 10:38:54+0000
OMS,ORD500363,4,1006,SKU00119,2,469.76,939.52,0.0,939.52,UAE,AED,Accessories,2025-08-14 14:38:54+0400,2025-08-14 10:38:54+0000
OMS,ORD500364,1,1007,SKU00186,3,636.98,1910.94,286.64,1624.3,KSA,SAR,HomeAppliance,2025-09-10 23:03:19+0300,2025-09-10 20:03:19+0000
OMS,ORD500364,2,1007,SKU00197,3,294.62,883.86,132.58,751.28,KSA,SAR,Accessories,2025-09-10 23:03:19+0300,2025-09-10 20:03:19+0000
OMS,ORD500365,1,1001,SKU00086,2,434.97,869.94,43.5,826.44,UAE,AED,Accessories,2025-08-18 19:33:29+0400,2025-08-18 15:33:29+0000
OMS,ORD500366,1,1000,SKU00110,2,34.69,69.38,3.47,65.91,UAE,AED,Accessories,2025-08-28 01:03:26+0400,2025-08-27 21:03:26+0000
OMS,ORD500367,1,1000,SKU00040,3,330.11,990.33,49.52,940.81,UAE,AED,Fashion,2025-09-14 22:00:05+0400,2025-09-14 18:00:05+0000
OMS,ORD500368,1,1003,SKU00160,2,270.83,541.66,81.25,460.41,KSA,SAR,Electronics,2025-08-25 06:05:28+0300,2025-08-25 03:05:28+0000
OMS,ORD500369,1,1003,SKU00041,3,289.32,867.96,130.19,737.77,KSA,SAR,Electronics,2025-10-24 21:41:59+0300,2025-10-24 18:41:59+0000
OMS,ORD500369,2,1003,SKU00004,2,154.97,309.94,46.49,263.45,KSA,SAR,Accessories,2025-10-24 21:41:59+0300,2025-10-24 18:41:59+0000
OMS,ORD500369,3,1003,SKU00025,1,83.26,83.26,12.49,70.77,KSA,SAR,HomeAppliance,2025-10-24 21:41:59+0300,2025-10-24 18:41:59+0000
OMS,ORD500370,1,1001,SKU00070,2,487.83,975.66,48.78,926.88,UAE,AED,Fashion,2025-10-29 15:21:53+0400,2025-10-29 11:21:53+0000
OMS,ORD500371,1,1003,SKU00146,1,71.59,71.59,10.74,60.85,KSA,SAR,Fashion,2025-08-08 07:39:34+0300,2025-08-08 04:39:34+0000
OMS,ORD500371,2,1003,SKU00133,3,767.17,2301.51,345.23,1956.28,KSA,SAR,Electronics,2025-08-08 07:39:34+0300,2025-08-08 04:39:34+0000
OMS,ORD500372,1,1002,SKU00078,3,198.09,594.27,29.71,564.56,UAE,AED,Electronics,2025-09-13 00:34:10+0400,2025-09-12 20:34:10+0000
OMS,ORD500372,2,1002,SKU00016,3,764.64,2293.92,114.7,2179.22,UAE,AED,Fashion,2025-09-13 00:34:10+0400,2025-09-12 20:34:10+0000
OMS,ORD500373,1,1000,SKU00059,1,121.67,121.67,0.0,121.67,UAE,AED,Accessories,2025-10-18 10:49:41+0400,2025-10-18 06:49:41+0000
OMS,ORD500374,1,1003,SKU00105,2,147.9,295.8,44.37,251.43,KSA,SAR,Electronics,2025-10-23 15:05:19+0300,2025-10-23 12:05:19+0000
OMS,ORD500375,1,1004,SKU00106,2,322.39,644.78,96.72,548.06,KSA,SAR,Electronics,2025-10-23 02:32:50+0300,2025-10-22 23:32:50+0000
OMS,ORD500376,1,1004,SKU00182,1,412.67,412.67,61.9,350.77,KSA,SAR,Accessories,2025-09-23 10:21:03+0300,2025-09-23 07:21:03+0000
OMS,ORD500377,1,1000,SKU00174,1,601.13,601.13,30.06,571.07,UAE,AED,Fashion,2025-08-10 12:08:37+0400,2025-08-10 08:08:37+0000
OMS,ORD500378,1,1000,SKU00045,3,761.03,2283.09,114.15,2168.94,UAE,AED,Fashion,2025-08-05 21:52:45+0400,2025-08-05 17:52:45+0000
OMS,ORD500378,2,1000,SKU00106,3,441.6,1324.8,66.24,1258.56,UAE,AED,Electronics,2025-08-05 21:52:45+0400,2025-08-05 17:52:45+0000
OMS,ORD500379,1,1005,SKU00114,1,412.63,412.63,61.89,350.74,KSA,SAR,Electronics,2025-10-03 07:36:27+0300,2025-10-03 04:36:27+0000
OMS,ORD500379,2,1005,SKU00121,1,376.45,376.45,0.0,376.45,KSA,SAR,HomeAppliance,2025-10-03 07:36:27+0300,2025-10-03 04:36:27+0000
OMS,ORD500380,1,1006,SKU00152,1,58.66,58.66,2.93,55.73,UAE,AED,Electronics,2025-09-22 11:39:40+0400,2025-09-22 07:39:40+0000
OMS,ORD500381,1,1001,SKU00148,3,771.59,2314.77,0.0,2314.77,UAE,AED,Accessories,2025-10-21 04:05:07+0400,2025-10-21 00:05:07+0000
OMS,ORD500381,2,1001,SKU00106,2,464.27,928.54,46.43,882.11,UAE,AED,Electronics,2025-10-21 04:05:07+0400,2025-10-21 00:05:07+0000
OMS,ORD500381,3,1001,SKU00073,3,425.44,1276.32,63.82,1212.5,UAE,AED,HomeAppliance,2025-10-21 04:05:07+0400,2025-10-21 00:05:07+0000
OMS,ORD500382,1,1003,SKU00030,3,604.09,1812.27,271.84,1540.43,KSA,SAR,Electronics,2025-08-02 10:23:17+0300,2025-08-02 07:23:17+0000
OMS,ORD500383,1,1000,SKU00134,1,363.87,363.87,18.19,345.68,UAE,AED,Fashion,2025-08-10 01:19:04+0400,2025-08-09 21:19:04+0000
OMS,ORD500383,2,1000,SKU00185,2,37.66,75.32,3.77,71.55,UAE,AED,Electronics,2025-08-10 01:19:04+0400,2025-08-09 21:19:04+0000
OMS,ORD500383,3,1000,SKU00035,2,623.29,1246.58,62.33,1184.25,UAE,AED,HomeAppliance,2025-08-10 01:19:04+0400,2025-08-09 21:19:04+0000
OMS,ORD500384,1,1000,SKU00191,1,736.95,736.95,36.85,700.1,UAE,AED,HomeAppliance,2025-10-29 22:35:29+0400,2025-10-29 18:35:29+0000
OMS,ORD500384,2,1000,SKU00036,1,258.15,258.15,12.91,245.24,UAE,AED,Accessories,2025-10-29 22:35:29+0400,2025-10-29 18:35:29+0000
OMS,ORD500385,1,1004,SKU00157,1,768.59,768.59,115.29,653.3,KSA,SAR,Accessories,2025-10-13 03:56:05+0300,2025-10-13 00:56:05+0000
OMS,ORD500385,2,1004,SKU00033,2,432.07,864.14,129.62,734.52,KSA,SAR,Electronics,2025-10-13 03:56:05+0300,2025-10-13 00:56:05+0000
OMS,ORD500385,3,1004,SKU00070,1,563.11,563.11,84.47,478.64,KSA,SAR,Fashion,2025-10-13 03:56:05+0300,2025-10-13 00:56:05+0000
OMS,ORD500386,1,1000,SKU00146,3,100.46,301.38,15.07,286.31,UAE,AED,Fashion,2025-10-22 09:36:15+0400,2025-10-22 05:36:15+0000
OMS,ORD500387,1,1004,SKU00072,1,351.48,351.48,52.72,298.76,KSA,SAR,Electronics,2025-08-23 22:48:14+0300,2025-08-23 19:48:14+0000
OMS,ORD500388,1,1003,SKU00198,2,513.06,1026.12,153.92,872.2,KSA,SAR,HomeAppliance,2025-08-17 03:31:58+0300,2025-08-17 00:31:58+0000
OMS,ORD500389,1,1004,SKU00077,3,427.63,1282.89,192.43,1090.46,KSA,SAR,Fashion,2025-09-09 11:00:48+0300,2025-09-09 08:00:48+0000
OMS,ORD500390,1,1004,SKU00167,3,510.67,1532.01,229.8,1302.21,KSA,SAR,Electronics,2025-09-17 03:37:33+0300,2025-09-17 00:37:33+0000
OMS,ORD500391,1,1003,SKU00021,2,454.92,909.84,136.48,773.36,KSA,SAR,Fashion,2025-09-16 17:38:47+0300,2025-09-16 14:38:47+0000
OMS,ORD500392,1,1002,SKU00184,1,920.27,920.27,46.01,874.26,UAE,AED,Fashion,2025-08-21 18:04:02+0400,2025-08-21 14:04:02+0000
OMS,ORD500393,1,1005,SKU00079,3,177.84,533.52,80.03,453.49,KSA,SAR,HomeAppliance,2025-10-23 22:46:53+0300,2025-10-23 19:46:53+0000
OMS,ORD500394,1,1004,SKU00178,3,697.91,2093.73,0.0,2093.73,KSA,SAR,Electronics,2025-09-08 22:29:29+0300,2025-09-08 19:29:29+0000
OMS,ORD500395,1,1005,SKU00165,3,88.84,266.52,39.98,226.54,KSA,SAR,Fashion,2025-10-27 14:50:39+0300,2025-10-27 11:50:39+0000
OMS,ORD500395,2,1005,SKU00063,1,611.24,611.24,91.69,519.55,KSA,SAR,Fashion,2025-10-27 14:50:39+0300,2025-10-27 11:50:39+0000
OMS,ORD500396,1,1000,SKU00147,3,356.42,1069.26,53.46,1015.8,UAE,AED,HomeAppliance,2025-08-06 16:37:49+0400,2025-08-06 12:37:49+0000
OMS,ORD500396,2,1000,SKU00095,1,472.79,472.79,23.64,449.15,UAE,AED,Fashion,2025-08-06 16:37:49+0400,2025-08-06 12:37:49+0000
OMS,ORD500397,1,1007,SKU00170,1,761.44,761.44,114.22,647.22,KSA,SAR,HomeAppliance,2025-08-16 23:37:56+0300,2025-08-16 20:37:56+0000
OMS,ORD500397,2,1007,SKU00052,3,232.26,696.78,104.52,592.26,KSA,SAR,Accessories,2025-08-16 23:37:56+0300,2025-08-16 20:37:56+0000
OMS,ORD500398,1,1003,SKU00164,2,386.21,772.42,115.86,656.56,KSA,SAR,Accessories,2025-09-06 19:04:16+0300,2025-09-06 16:04:16+0000
OMS,ORD500398,2,1003,SKU00029,1,428.52,428.52,64.28,364.24,KSA,SAR,Accessories,2025-09-06 19:04:16+0300,2025-09-06 16:04:16+0000
OMS,ORD500399,1,1001,SKU00150,2,283.31,566.62,28.33,538.29,UAE,AED,Electronics,2025-08-01 05:01:20+0400,2025-08-01 01:01:20+0000
OMS,ORD500399,2,1001,SKU00102,3,732.53,2197.59,109.88,2087.71,UAE,AED,Accessories,2025-08-01 05:01:20+0400,2025-08-01 01:01:20+0000
OMS,ORD500399,3,1001,SKU00033,3,628.66,1885.98,94.3,1791.68,UAE,AED,Electronics,2025-08-01 05:01:20+0400,2025-08-01 01:01:20+0000
OMS,ORD500399,4,1001,SKU00064,3,293.79,881.37,44.07,837.3,UAE,AED,Electronics,2025-08-01 05:01:20+0400,2025-08-01 01:01:20+0000
OMS,ORD500400,1,1004,SKU00181,3,349.02,1047.06,157.06,890.0,KSA,SAR,Electronics,2025-09-07 21:44:55+0300,2025-09-07 18:44:55+0000
OMS,ORD500400,2,1004,SKU00089,1,229.69,229.69,34.45,195.24,KSA,SAR,HomeAppliance,2025-09-07 21:44:55+0300,2025-09-07 18:44:55+0000
OMS,ORD500401,1,1000,SKU00092,2,465.64,931.28,46.56,884.72,UAE,AED,Electronics,2025-08-26 17:58:04+0400,2025-08-26 13:58:04+0000
OMS,ORD500402,1,1005,SKU00095,3,492.72,1478.16,221.72,1256.44,KSA,SAR,Fashion,2025-10-29 22:56:36+0300,2025-10-29 19:56:36+0000
OMS,ORD500403,1,1003,SKU00139,2,812.52,1625.04,243.76,1381.28,KSA,SAR,Electronics,2025-10-16 03:01:00+0300,2025-10-16 00:01:00+0000
OMS,ORD500404,1,1001,SKU00137,1,485.62,485.62,0.0,485.62,UAE,AED,Fashion,2025-10-16 05:29:02+0400,2025-10-16 01:29:02+0000
OMS,ORD500405,1,1003,SKU00155,2,676.4,1352.8,202.92,1149.88,KSA,SAR,HomeAppliance,2025-09-14 04:14:46+0300,2025-09-14 01:14:46+0000
OMS,ORD500405,2,1003,SKU00063,1,778.07,778.07,116.71,661.36,KSA,SAR,Fashion,2025-09-14 04:14:46+0300,2025-09-14 01:14:46+0000
OMS,ORD500405,3,1003,SKU00046,3,732.94,2198.82,0.0,2198.82,KSA,SAR,Electronics,2025-09-14 04:14:46+0300,2025-09-14 01:14:46+0000
OMS,ORD500405,4,1003,SKU00085,2,568.61,1137.22,0.0,1137.22,KSA,SAR,Electronics,2025-09-14 04:14:46+0300,2025-09-14 01:14:46+0000
OMS,ORD500406,1,1003,SKU00095,3,398.04,1194.12,179.12,1015.0,KSA,SAR,Fashion,2025-08-28 16:40:43+0300,2025-08-28 13:40:43+0000
OMS,ORD500407,1,1005,SKU00022,2,66.59,133.18,19.98,113.2,KSA,SAR,Electronics,2025-09-11 01:40:43+0300,2025-09-10 22:40:43+0000
OMS,ORD500408,1,1003,SKU00155,2,647.72,1295.44,194.32,1101.12,KSA,SAR,HomeAppliance,2025-10-07 15:10:33+0300,2025-10-07 12:10:33+0000
OMS,ORD500409,1,1005,SKU00050,1,142.01,142.01,21.3,120.71,KSA,SAR,Electronics,2025-10-10 22:12:02+0300,2025-10-10 19:12:02+0000
OMS,ORD500409,2,1005,SKU00113,2,324.1,648.2,97.23,550.97,KSA,SAR,Fashion,2025-10-10 22:12:02+0300,2025-10-10 19:12:02+0000
OMS,ORD500410,1,1002,SKU00100,2,468.15,936.3,46.81,889.49,UAE,AED,Electronics,2025-10-16 01:21:52+0400,2025-10-15 21:21:52+0000
